votdst,GEOID20,TAPERSONS,total_TAPERSONS,fraction
1324,530330047011000,179,1222,0.14648117839607203
1324,530330047011003,210,1222,0.1718494271685761
1324,530330047021003,215,1222,0.17594108019639934
1324,530330047021004,246,1222,0.20130932896890344
1325,530330047011004,269,1884,0.14278131634819533
1325,530330047011005,237,1884,0.12579617834394904
1325,530330047013004,19,1884,0.010084925690021231
1325,530330047023000,354,1884,0.18789808917197454
1325,530330047023001,640,1884,0.33970276008492567
1325,530330047023002,365,1884,0.1937367303609342
1326,530330033012011,131,1196,0.10953177257525083
1326,530330047011001,154,1196,0.12876254180602006
1326,530330047011002,288,1196,0.2408026755852843
1326,530330047012000,380,1196,0.3177257525083612
1326,530330047012001,233,1196,0.1948160535117057
1326,530330047012002,10,1196,0.008361204013377926
1328,530330047031015,68,1282,0.0530421216848674
1328,530330047032004,19,1282,0.014820592823712949
1328,530330047032007,33,1282,0.02574102964118565
1328,530330047032010,35,1282,0.027301092043681748
1328,530330047032012,24,1282,0.0187207488299532
1328,530330047032013,23,1282,0.01794071762870515
1328,530330047032021,20,1282,0.015600624024960999
1328,530330047032024,15,1282,0.01170046801872075
1328,530330047032025,8,1282,0.0062402496099844
1328,530330047032030,37,1282,0.028861154446177848
1328,530330047033000,85,1282,0.06630265210608424
1328,530330047033002,22,1282,0.0171606864274571
1328,530330047033003,317,1282,0.24726989079563183
1328,530330047033004,109,1282,0.08502340093603744
1328,530330047033005,88,1282,0.0686427457098284
1328,530330047033006,84,1282,0.0655226209048362
1328,530330047033007,8,1282,0.0062402496099844
1328,530330047033008,29,1282,0.02262090483619345
1328,530330047033010,90,1282,0.07020280811232449
1328,530330047033011,42,1282,0.0327613104524181
1328,530330047033012,11,1282,0.00858034321372855
1328,530330047033013,70,1282,0.054602184087363496
1328,530330047033014,12,1282,0.0093603744149766
1328,530330047033015,23,1282,0.01794071762870515
1328,530330047033029,10,1282,0.0078003120124804995
1329,530330047031009,102,579,0.17616580310880828
1329,530330047031010,55,579,0.09499136442141623
1329,530330047031011,74,579,0.12780656303972365
1329,530330047031012,63,579,0.10880829015544041
1329,530330047031013,40,579,0.0690846286701209
1329,530330047031014,134,579,0.231433506044905
1329,530330047031016,41,579,0.07081174438687392
1329,530330047033001,70,579,0.12089810017271158
1330,530330034003004,54,569,0.09490333919156414
1330,530330034003005,50,569,0.08787346221441125
1330,530330034003006,51,569,0.08963093145869948
1330,530330034003007,67,569,0.11775043936731107
1330,530330034003014,48,569,0.0843585237258348
1330,530330034003015,26,569,0.04569420035149385
1330,530330048004000,102,569,0.17926186291739896
1330,530330048004001,83,569,0.14586994727592267
1330,530330048004002,88,569,0.1546572934973638
1331,530330034003001,66,509,0.12966601178781925
1331,530330034003002,52,509,0.10216110019646366
1331,530330034003003,86,509,0.16895874263261296
1331,530330034003008,23,509,0.04518664047151277
1331,530330034003009,57,509,0.11198428290766209
1331,530330034003011,25,509,0.04911591355599214
1331,530330034003012,41,509,0.08055009823182711
1331,530330034003013,12,509,0.023575638506876228
1331,530330048001002,51,509,0.10019646365422397
1331,530330048001003,80,509,0.15717092337917485
1331,530330048001005,16,509,0.03143418467583497
1332,530330048001004,66,553,0.11934900542495479
1332,530330048001014,69,553,0.12477396021699819
1332,530330048001015,67,553,0.12115732368896925
1332,530330048004003,81,553,0.14647377938517178
1332,530330048004004,101,553,0.18264014466546113
1332,530330048004005,80,553,0.14466546112115733
1332,530330048004006,89,553,0.1609403254972875
1333,530330048004007,86,479,0.17954070981210857
1333,530330048004008,57,479,0.11899791231732777
1333,530330048004009,57,479,0.11899791231732777
1333,530330048004010,87,479,0.18162839248434237
1333,530330048004011,75,479,0.15657620041753653
1333,530330048004013,15,479,0.031315240083507306
1333,530330048004014,102,479,0.21294363256784968
1334,530330047033033,25,732,0.03415300546448088
1334,530330047033035,13,732,0.017759562841530054
1334,530330047033039,42,732,0.05737704918032787
1334,530330048003000,4,732,0.00546448087431694
1334,530330048003001,71,732,0.09699453551912568
1334,530330048003002,22,732,0.030054644808743168
1334,530330048003003,17,732,0.023224043715846996
1334,530330048003004,34,732,0.04644808743169399
1334,530330048003005,50,732,0.06830601092896176
1334,530330048003006,41,732,0.056010928961748634
1334,530330048003008,34,732,0.04644808743169399
1334,530330048003009,56,732,0.07650273224043716
1334,530330048003010,83,732,0.1133879781420765
1334,530330048003011,59,732,0.08060109289617487
1334,530330048003013,18,732,0.02459016393442623
1334,530330048003014,4,732,0.00546448087431694
1334,530330048003029,5,732,0.006830601092896175
1334,530330048003031,9,732,0.012295081967213115
1334,530330048003033,4,732,0.00546448087431694
1334,530330048004015,58,732,0.07923497267759563
1334,530330048004016,41,732,0.056010928961748634
1334,530330048004017,22,732,0.030054644808743168
1334,530330048004018,20,732,0.0273224043715847
1335,530330048002017,47,996,0.04718875502008032
1335,530330048002020,49,996,0.04919678714859438
1335,530330048002021,22,996,0.02208835341365462
1335,530330048003016,54,996,0.05421686746987952
1335,530330048003017,48,996,0.04819277108433735
1335,530330048003018,64,996,0.0642570281124498
1335,530330048003019,29,996,0.029116465863453816
1335,530330048003020,31,996,0.03112449799196787
1335,530330048003021,37,996,0.03714859437751004
1335,530330048003022,95,996,0.09538152610441768
1335,530330048003023,85,996,0.0853413654618474
1335,530330048003024,51,996,0.05120481927710843
1335,530330048003025,26,996,0.02610441767068273
1335,530330048003026,7,996,0.007028112449799197
1335,530330048003036,10,996,0.010040160642570281
1335,530330048003038,54,996,0.05421686746987952
1335,530330048003039,42,996,0.04216867469879518
1335,530330048003040,192,996,0.1927710843373494
1335,530330048003041,3,996,0.0030120481927710845
1335,530330048003042,14,996,0.014056224899598393
1335,530330048003043,36,996,0.03614457831325301
1338,530330048002006,49,575,0.08521739130434783
1338,530330048002007,56,575,0.09739130434782609
1338,530330048002008,52,575,0.09043478260869565
1338,530330048002009,42,575,0.07304347826086957
1338,530330048002010,33,575,0.057391304347826085
1338,530330048002011,48,575,0.08347826086956522
1338,530330048002012,45,575,0.0782608695652174
1338,530330048002013,55,575,0.09565217391304348
1338,530330048002014,40,575,0.06956521739130435
1338,530330048002022,67,575,0.11652173913043479
1338,530330048002023,34,575,0.059130434782608696
1338,530330048002024,54,575,0.09391304347826086
1339,530330048001011,87,507,0.17159763313609466
1339,530330048001012,43,507,0.08481262327416174
1339,530330048001013,42,507,0.08284023668639054
1339,530330048001016,47,507,0.09270216962524655
1339,530330048001017,12,507,0.023668639053254437
1339,530330048001020,47,507,0.09270216962524655
1339,530330048001026,40,507,0.07889546351084813
1339,530330048002002,36,507,0.07100591715976332
1339,530330048002003,60,507,0.11834319526627218
1339,530330048002004,63,507,0.1242603550295858
1339,530330048002005,30,507,0.05917159763313609
1341,530330034003000,98,665,0.14736842105263157
1341,530330034003010,240,665,0.3609022556390977
1341,530330034003017,48,665,0.07218045112781955
1341,530330034003018,63,665,0.09473684210526316
1341,530330048001000,30,665,0.045112781954887216
1341,530330048001001,38,665,0.05714285714285714
1341,530330048001006,31,665,0.04661654135338346
1341,530330048001007,45,665,0.06766917293233082
1341,530330048001008,33,665,0.04962406015037594
1341,530330048001010,39,665,0.058646616541353384
1342,530330035002037,21,466,0.045064377682403435
1342,530330035002038,53,466,0.11373390557939914
1342,530330035003002,25,466,0.0536480686695279
1342,530330035003003,55,466,0.11802575107296137
1342,530330035003004,42,466,0.09012875536480687
1342,530330035003005,65,466,0.13948497854077252
1342,530330035003006,44,466,0.0944206008583691
1342,530330035003007,28,466,0.060085836909871244
1342,530330035003008,19,466,0.0407725321888412
1342,530330035003009,48,466,0.10300429184549356
1342,530330035003010,21,466,0.045064377682403435
1342,530330035003019,45,466,0.09656652360515021
1343,530330035002017,35,465,0.07526881720430108
1343,530330035002018,26,465,0.05591397849462366
1343,530330035002019,35,465,0.07526881720430108
1343,530330035002020,57,465,0.12258064516129032
1343,530330035002021,38,465,0.08172043010752689
1343,530330035002026,57,465,0.12258064516129032
1343,530330035002027,31,465,0.06666666666666667
1343,530330035002035,33,465,0.07096774193548387
1343,530330035002036,51,465,0.10967741935483871
1343,530330035002044,45,465,0.0967741935483871
1343,530330035003029,57,465,0.12258064516129032
1344,530330035002004,4,658,0.0060790273556231
1344,530330035002005,54,658,0.08206686930091185
1344,530330035002006,37,658,0.05623100303951368
1344,530330035002007,17,658,0.025835866261398176
1344,530330035002008,33,658,0.05015197568389058
1344,530330035002009,49,658,0.07446808510638298
1344,530330035002022,28,658,0.0425531914893617
1344,530330035002023,41,658,0.06231003039513678
1344,530330035002024,11,658,0.016717325227963525
1344,530330035002028,29,658,0.044072948328267476
1344,530330035002029,38,658,0.057750759878419454
1344,530330035002030,18,658,0.02735562310030395
1344,530330035002032,8,658,0.0121580547112462
1344,530330035002033,13,658,0.019756838905775075
1344,530330035002034,63,658,0.09574468085106383
1344,530330035002041,33,658,0.05015197568389058
1344,530330035002042,31,658,0.04711246200607903
1344,530330035002043,46,658,0.06990881458966565
1344,530330035002045,47,658,0.07142857142857142
1344,530330035002046,36,658,0.0547112462006079
1344,530330035002048,22,658,0.03343465045592705
1345,530330035003011,50,588,0.08503401360544217
1345,530330035003012,29,588,0.04931972789115646
1345,530330035003015,21,588,0.03571428571428571
1345,530330035003016,58,588,0.09863945578231292
1345,530330035003017,33,588,0.05612244897959184
1345,530330035003018,76,588,0.1292517006802721
1345,530330035003020,21,588,0.03571428571428571
1345,530330035003021,33,588,0.05612244897959184
1345,530330035003022,30,588,0.05102040816326531
1345,530330035003023,27,588,0.04591836734693878
1345,530330035003026,41,588,0.06972789115646258
1345,530330035003027,125,588,0.21258503401360543
1345,530330035003028,44,588,0.07482993197278912
1347,530330035003024,44,1039,0.04234841193455245
1347,530330035003025,73,1039,0.07025986525505294
1347,530330048001018,44,1039,0.04234841193455245
1347,530330048001019,35,1039,0.03368623676612127
1347,530330048001021,8,1039,0.007699711260827719
1347,530330048001022,27,1039,0.02598652550529355
1347,530330048001023,34,1039,0.032723772858517804
1347,530330048001024,44,1039,0.04234841193455245
1347,530330048001025,24,1039,0.023099133782483156
1347,530330048001027,18,1039,0.017324350336862367
1347,530330048001028,38,1039,0.03657362848893166
1347,530330049011005,41,1039,0.03946102021174206
1347,530330049011006,88,1039,0.0846968238691049
1347,530330049011007,55,1039,0.05293551491819057
1347,530330049011008,75,1039,0.07218479307025986
1347,530330049011017,78,1039,0.07507218479307026
1347,530330049011018,45,1039,0.04331087584215592
1347,530330049011019,85,1039,0.08180943214629452
1347,530330049011020,56,1039,0.05389797882579403
1347,530330049012001,72,1039,0.06929740134744947
1347,530330049012002,55,1039,0.05293551491819057
1348,530330048002016,125,765,0.16339869281045752
1348,530330049012003,134,765,0.17516339869281045
1348,530330049012006,134,765,0.17516339869281045
1348,530330049012007,96,765,0.12549019607843137
1348,530330049012008,69,765,0.09019607843137255
1348,530330049012009,82,765,0.10718954248366012
1348,530330049012010,125,765,0.16339869281045752
1349,530330049012011,82,484,0.16942148760330578
1349,530330049012012,116,484,0.2396694214876033
1349,530330049012013,68,484,0.14049586776859505
1349,530330049021005,138,484,0.28512396694214875
1349,530330049021006,80,484,0.1652892561983471
1350,530330049022001,235,467,0.5032119914346895
1350,530330049022002,190,467,0.4068522483940043
1350,530330049022005,28,467,0.059957173447537475
1350,530330049022012,14,467,0.029978586723768737
1351,530330049021009,80,772,0.10362694300518134
1351,530330049021010,32,772,0.04145077720207254
1351,530330049021011,214,772,0.2772020725388601
1351,530330049022000,231,772,0.29922279792746115
1351,530330049022006,15,772,0.019430051813471502
1351,530330049022007,14,772,0.018134715025906734
1351,530330049022011,186,772,0.24093264248704663
1352,530330049021001,69,993,0.06948640483383686
1352,530330049021002,156,993,0.15709969788519637
1352,530330049021013,59,993,0.059415911379657606
1352,530330049021014,19,993,0.019133937562940583
1352,530330049021015,27,993,0.027190332326283987
1352,530330049021016,84,993,0.08459214501510574
1352,530330049021017,101,993,0.10171198388721048
1352,530330049021018,47,993,0.0473313192346425
1352,530330049021019,40,993,0.04028197381671702
1352,530330049021020,16,993,0.016112789526686808
1352,530330049021021,88,993,0.08862034239677745
1352,530330049021022,64,993,0.06445115810674723
1352,530330049021025,100,993,0.10070493454179255
1352,530330049022008,85,993,0.08559919436052367
1352,530330049022010,38,993,0.038267875125881166
1353,530330049012004,132,705,0.18723404255319148
1353,530330049012005,116,705,0.16453900709219857
1353,530330049012014,111,705,0.1574468085106383
1353,530330049013008,63,705,0.08936170212765958
1353,530330049013015,101,705,0.14326241134751774
1353,530330049013016,70,705,0.09929078014184398
1353,530330049021003,72,705,0.10212765957446808
1353,530330049021004,40,705,0.05673758865248227
1354,530330049013003,57,681,0.08370044052863436
1354,530330049013009,93,681,0.13656387665198239
1354,530330049013010,98,681,0.14390602055800295
1354,530330049013011,36,681,0.05286343612334802
1354,530330049013012,60,681,0.0881057268722467
1354,530330049013013,106,681,0.15565345080763582
1354,530330049013014,87,681,0.1277533039647577
1354,530330049013017,94,681,0.13803230543318648
1354,530330049013018,50,681,0.07342143906020558
1355,530330049011003,75,566,0.13250883392226148
1355,530330049011004,40,566,0.0706713780918728
1355,530330049011009,23,566,0.04063604240282685
1355,530330049011010,59,566,0.10424028268551237
1355,530330049011015,75,566,0.13250883392226148
1355,530330049011016,32,566,0.05653710247349823
1355,530330049011021,49,566,0.08657243816254417
1355,530330049011022,60,566,0.10600706713780919
1355,530330049012000,85,566,0.1501766784452297
1355,530330049013007,68,566,0.12014134275618374
